mes,borough,payment_method,fare_class_category,ridership
2023-05,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2239002
2023-05,Brooklyn,omny,OMNY - Full Fare,9995801
2023-05,Brooklyn,omny,OMNY - Other,1915
2023-05,Brooklyn,omny,OMNY - Seniors & Disability,27344
2023-05,Manhattan,metrocard,Metrocard - Fair Fare,1419400
2023-05,Manhattan,metrocard,Metrocard - Full Fare,11047411
2023-05,Manhattan,metrocard,Metrocard - Other,2318491
2023-05,Manhattan,metrocard,Metrocard - Seniors & Disability,1964635
2023-05,Manhattan,metrocard,Metrocard - Students,2006582
2023-05,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5132386
2023-05,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5710707
2023-05,Manhattan,omny,OMNY - Full Fare,27760203
2023-05,Manhattan,omny,OMNY - Other,5023
2023-05,Manhattan,omny,OMNY - Seniors & Disability,130623
2023-05,Queens,metrocard,Metrocard - Fair Fare,478580
2023-05,Queens,metrocard,Metrocard - Full Fare,3528931
2023-05,Queens,metrocard,Metrocard - Other,712822
2023-05,Queens,metrocard,Metrocard - Seniors & Disability,636568
2023-05,Queens,metrocard,Metrocard - Students,1125294
2023-05,Queens,metrocard,Metrocard - Unlimited 30-Day,1798066
2023-05,Queens,metrocard,Metrocard - Unlimited 7-Day,2062056
2023-05,Queens,omny,OMNY - Full Fare,5509984
2023-05,Queens,omny,OMNY - Other,1611
2023-05,Queens,omny,OMNY - Seniors & Disability,16276
2023-05,Staten Island,metrocard,Metrocard - Fair Fare,5904
2023-05,Staten Island,metrocard,Metrocard - Full Fare,71433
2023-05,Staten Island,metrocard,Metrocard - Other,14140
2023-05,Staten Island,metrocard,Metrocard - Seniors & Disability,10305
2023-05,Staten Island,metrocard,Metrocard - Students,13674
2023-05,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12415
2023-05,Staten Island,metrocard,Metrocard - Unlimited 7-Day,10051
2023-05,Staten Island,omny,OMNY - Full Fare,49641
2023-05,Staten Island,omny,OMNY - Other,126
2023-05,Staten Island,omny,OMNY - Seniors & Disability,274
2023-06,Bronx,metrocard,Metrocard - Fair Fare,470757
2023-06,Bronx,metrocard,Metrocard - Full Fare,1635307
2023-06,Bronx,metrocard,Metrocard - Other,384326
2023-06,Bronx,metrocard,Metrocard - Seniors & Disability,243475
2023-06,Bronx,metrocard,Metrocard - Students,493405
2023-06,Bronx,metrocard,Metrocard - Unlimited 30-Day,681935
2023-06,Bronx,metrocard,Metrocard - Unlimited 7-Day,1047583
2023-06,Bronx,omny,OMNY - Full Fare,2120495
2023-06,Bronx,omny,OMNY - Other,605
2023-06,Bronx,omny,OMNY - Seniors & Disability,4830
2023-06,Brooklyn,metrocard,Metrocard - Fair Fare,865675
2023-06,Brooklyn,metrocard,Metrocard - Full Fare,4132969
2023-06,Brooklyn,metrocard,Metrocard - Other,1051124
2023-06,Brooklyn,metrocard,Metrocard - Seniors & Disability,822224
2023-06,Brooklyn,metrocard,Metrocard - Students,1231779
2023-06,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2277959
2023-06,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2039314
2023-06,Brooklyn,omny,OMNY - Full Fare,9711105
2023-06,Brooklyn,omny,OMNY - Other,2100
2023-06,Brooklyn,omny,OMNY - Seniors & Disability,27671
2023-06,Manhattan,metrocard,Metrocard - Fair Fare,1327274
2023-06,Manhattan,metrocard,Metrocard - Full Fare,10455562
2023-06,Manhattan,metrocard,Metrocard - Other,2126972
2023-06,Manhattan,metrocard,Metrocard - Seniors & Disability,1825513
2023-06,Manhattan,metrocard,Metrocard - Students,1337486
2023-06,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4830371
2023-06,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5102642
2023-06,Manhattan,omny,OMNY - Full Fare,27042506
2023-06,Manhattan,omny,OMNY - Other,4517
2023-06,Manhattan,omny,OMNY - Seniors & Disability,128954
2023-06,Queens,metrocard,Metrocard - Fair Fare,457058
2023-06,Queens,metrocard,Metrocard - Full Fare,3334782
2023-06,Queens,metrocard,Metrocard - Other,644373
2023-06,Queens,metrocard,Metrocard - Seniors & Disability,609830
2023-06,Queens,metrocard,Metrocard - Students,768645
2023-06,Queens,metrocard,Metrocard - Unlimited 30-Day,1690135
2023-06,Queens,metrocard,Metrocard - Unlimited 7-Day,1933008
2023-06,Queens,omny,OMNY - Full Fare,5420408
2023-06,Queens,omny,OMNY - Other,1509
2023-06,Queens,omny,OMNY - Seniors & Disability,16929
2023-06,Staten Island,metrocard,Metrocard - Fair Fare,5699
2023-06,Staten Island,metrocard,Metrocard - Full Fare,66077
2023-06,Staten Island,metrocard,Metrocard - Other,12658
2023-06,Staten Island,metrocard,Metrocard - Seniors & Disability,10011
2023-06,Staten Island,metrocard,Metrocard - Students,7271
2023-06,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11751
2023-06,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9743
2023-06,Staten Island,omny,OMNY - Full Fare,47312
2023-06,Staten Island,omny,OMNY - Other,150
2023-06,Staten Island,omny,OMNY - Seniors & Disability,256
2023-07,Bronx,metrocard,Metrocard - Fair Fare,432332
2023-07,Bronx,metrocard,Metrocard - Full Fare,1563103
2023-07,Bronx,metrocard,Metrocard - Other,370662
2023-07,Bronx,metrocard,Metrocard - Seniors & Disability,222408
2023-07,Bronx,metrocard,Metrocard - Students,90823
2023-07,Bronx,metrocard,Metrocard - Unlimited 30-Day,623632
2023-07,Bronx,metrocard,Metrocard - Unlimited 7-Day,984610
2023-07,Bronx,omny,OMNY - Full Fare,2055790
2023-07,Bronx,omny,OMNY - Other,461
2023-07,Bronx,omny,OMNY - Seniors & Disability,4850
2023-07,Brooklyn,metrocard,Metrocard - Fair Fare,833231
2023-07,Brooklyn,metrocard,Metrocard - Full Fare,3992138
2023-07,Brooklyn,metrocard,Metrocard - Other,993722
2023-07,Brooklyn,metrocard,Metrocard - Seniors & Disability,760905
2023-07,Brooklyn,metrocard,Metrocard - Students,191830
2023-07,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2150150
2023-07,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1974276
2023-07,Brooklyn,omny,OMNY - Full Fare,9436826
2023-07,Brooklyn,omny,OMNY - Other,1987
2023-07,Brooklyn,omny,OMNY - Seniors & Disability,26864
2023-07,Manhattan,metrocard,Metrocard - Fair Fare,1263282
2023-07,Manhattan,metrocard,Metrocard - Full Fare,10085050
2023-07,Manhattan,metrocard,Metrocard - Other,2017730
2023-07,Manhattan,metrocard,Metrocard - Seniors & Disability,1617032
2023-07,Manhattan,metrocard,Metrocard - Students,211055
2023-07,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4429660
2023-07,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5355205
2023-07,Manhattan,omny,OMNY - Full Fare,26143411
2023-07,Manhattan,omny,OMNY - Other,5144
2023-07,Manhattan,omny,OMNY - Seniors & Disability,117533
2023-07,Queens,metrocard,Metrocard - Fair Fare,449565
2023-07,Queens,metrocard,Metrocard - Full Fare,3253601
2023-07,Queens,metrocard,Metrocard - Other,609106
2023-07,Queens,metrocard,Metrocard - Seniors & Disability,573590
2023-07,Queens,metrocard,Metrocard - Students,151380
2023-07,Queens,metrocard,Metrocard - Unlimited 30-Day,1621580
2023-07,Queens,metrocard,Metrocard - Unlimited 7-Day,1874727
2023-07,Queens,omny,OMNY - Full Fare,5300256
2023-07,Queens,omny,OMNY - Other,1920
2023-07,Queens,omny,OMNY - Seniors & Disability,17076
2023-07,Staten Island,metrocard,Metrocard - Fair Fare,5476
2023-07,Staten Island,metrocard,Metrocard - Full Fare,61822
2023-07,Staten Island,metrocard,Metrocard - Other,12276
2023-07,Staten Island,metrocard,Metrocard - Seniors & Disability,9081
2023-07,Staten Island,metrocard,Metrocard - Students,960
2023-07,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11567
2023-07,Staten Island,metrocard,Metrocard - Unlimited 7-Day,10391
2023-07,Staten Island,omny,OMNY - Full Fare,46260
2023-07,Staten Island,omny,OMNY - Other,96
2023-07,Staten Island,omny,OMNY - Seniors & Disability,233
2023-08,Bronx,metrocard,Metrocard - Fair Fare,460885
2023-08,Bronx,metrocard,Metrocard - Full Fare,1615522
2023-08,Bronx,metrocard,Metrocard - Other,412620
2023-08,Bronx,metrocard,Metrocard - Seniors & Disability,240850
2023-08,Bronx,metrocard,Metrocard - Students,99193
2023-08,Bronx,metrocard,Metrocard - Unlimited 30-Day,644661
2023-08,Bronx,metrocard,Metrocard - Unlimited 7-Day,998802
2023-08,Bronx,omny,OMNY - Full Fare,2202551
2023-08,Bronx,omny,OMNY - Other,565
2023-08,Bronx,omny,OMNY - Seniors & Disability,5798
2023-08,Brooklyn,metrocard,Metrocard - Fair Fare,880847
2023-08,Brooklyn,metrocard,Metrocard - Full Fare,4098758
2023-08,Brooklyn,metrocard,Metrocard - Other,1066055
2023-08,Brooklyn,metrocard,Metrocard - Seniors & Disability,814454
2023-08,Brooklyn,metrocard,Metrocard - Students,209935
2023-08,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2197687
2023-08,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2055246
2023-08,Brooklyn,omny,OMNY - Full Fare,9645677
2023-08,Brooklyn,omny,OMNY - Other,1985
2023-08,Brooklyn,omny,OMNY - Seniors & Disability,29851
2023-08,Manhattan,metrocard,Metrocard - Fair Fare,1346465
2023-08,Manhattan,metrocard,Metrocard - Full Fare,10189618
2023-08,Manhattan,metrocard,Metrocard - Other,2165728
2023-08,Manhattan,metrocard,Metrocard - Seniors & Disability,1724629
2023-08,Manhattan,metrocard,Metrocard - Students,255798
2023-08,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4466968
2023-08,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5606582
2023-08,Manhattan,omny,OMNY - Full Fare,26794831
2023-08,Manhattan,omny,OMNY - Other,5266
2023-08,Manhattan,omny,OMNY - Seniors & Disability,131122
2023-08,Queens,metrocard,Metrocard - Fair Fare,481417
2023-08,Queens,metrocard,Metrocard - Full Fare,3390414
2023-08,Queens,metrocard,Metrocard - Other,654708
2023-08,Queens,metrocard,Metrocard - Seniors & Disability,618645
2023-08,Queens,metrocard,Metrocard - Students,154730
2023-08,Queens,metrocard,Metrocard - Unlimited 30-Day,1657259
2023-08,Queens,metrocard,Metrocard - Unlimited 7-Day,1924432
2023-08,Queens,omny,OMNY - Full Fare,5672108
2023-08,Queens,omny,OMNY - Other,2113
2023-08,Queens,omny,OMNY - Seniors & Disability,20395
2023-08,Staten Island,metrocard,Metrocard - Fair Fare,6043
2023-08,Staten Island,metrocard,Metrocard - Full Fare,67507
2023-08,Staten Island,metrocard,Metrocard - Other,14102
2023-08,Staten Island,metrocard,Metrocard - Seniors & Disability,10352
2023-08,Staten Island,metrocard,Metrocard - Students,1068
2023-08,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12065
2023-08,Staten Island,metrocard,Metrocard - Unlimited 7-Day,10609
2023-08,Staten Island,omny,OMNY - Full Fare,50777
2023-08,Staten Island,omny,OMNY - Other,138
2023-08,Staten Island,omny,OMNY - Seniors & Disability,432
2023-09,Bronx,metrocard,Metrocard - Fair Fare,455126
2023-09,Bronx,metrocard,Metrocard - Full Fare,1424759
2023-09,Bronx,metrocard,Metrocard - Other,437978
2023-09,Bronx,metrocard,Metrocard - Seniors & Disability,227861
2023-09,Bronx,metrocard,Metrocard - Students,463804
2023-09,Bronx,metrocard,Metrocard - Unlimited 30-Day,645050
2023-09,Bronx,metrocard,Metrocard - Unlimited 7-Day,989114
2023-09,Bronx,omny,OMNY - Full Fare,2066659
2023-09,Bronx,omny,OMNY - Other,508
2023-09,Bronx,omny,OMNY - Seniors & Disability,5760
2023-09,Brooklyn,metrocard,Metrocard - Fair Fare,862207
2023-09,Brooklyn,metrocard,Metrocard - Full Fare,3657621
2023-09,Brooklyn,metrocard,Metrocard - Other,1098463
2023-09,Brooklyn,metrocard,Metrocard - Seniors & Disability,772728
2023-09,Brooklyn,metrocard,Metrocard - Students,1160212
2023-09,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2214737
2023-09,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1963554
2023-09,Brooklyn,omny,OMNY - Full Fare,9705550
2023-09,Brooklyn,omny,OMNY - Other,2134
2023-09,Brooklyn,omny,OMNY - Seniors & Disability,32051
2023-09,Manhattan,metrocard,Metrocard - Fair Fare,1341974
2023-09,Manhattan,metrocard,Metrocard - Full Fare,9204243
2023-09,Manhattan,metrocard,Metrocard - Other,2188559
2023-09,Manhattan,metrocard,Metrocard - Seniors & Disability,1724077
2023-09,Manhattan,metrocard,Metrocard - Students,1262432
2023-09,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4595367
2023-09,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5142430
2023-09,Manhattan,omny,OMNY - Full Fare,27976226
2023-09,Manhattan,omny,OMNY - Other,5793
2023-09,Manhattan,omny,OMNY - Seniors & Disability,152534
2023-09,Queens,metrocard,Metrocard - Fair Fare,470486
2023-09,Queens,metrocard,Metrocard - Full Fare,2987828
2023-09,Queens,metrocard,Metrocard - Other,687062
2023-09,Queens,metrocard,Metrocard - Seniors & Disability,572526
2023-09,Queens,metrocard,Metrocard - Students,705105
2023-09,Queens,metrocard,Metrocard - Unlimited 30-Day,1632085
2023-09,Queens,metrocard,Metrocard - Unlimited 7-Day,1875756
2023-09,Queens,omny,OMNY - Full Fare,5573392
2023-09,Queens,omny,OMNY - Other,2087
2023-09,Queens,omny,OMNY - Seniors & Disability,20780
2023-09,Staten Island,metrocard,Metrocard - Fair Fare,5664
2023-09,Staten Island,metrocard,Metrocard - Full Fare,61998
2023-09,Staten Island,metrocard,Metrocard - Other,13712
2023-09,Staten Island,metrocard,Metrocard - Seniors & Disability,9524
2023-09,Staten Island,metrocard,Metrocard - Students,9056
2023-09,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11457
2023-09,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9842
2023-09,Staten Island,omny,OMNY - Full Fare,52611
2023-09,Staten Island,omny,OMNY - Other,102
2023-09,Staten Island,omny,OMNY - Seniors & Disability,388
2023-10,Bronx,metrocard,Metrocard - Fair Fare,490969
2023-10,Bronx,metrocard,Metrocard - Full Fare,1453126
2023-10,Bronx,metrocard,Metrocard - Other,470939
2023-10,Bronx,metrocard,Metrocard - Seniors & Disability,244762
2023-10,Bronx,metrocard,Metrocard - Students,708772
2023-10,Bronx,metrocard,Metrocard - Unlimited 30-Day,698868
2023-10,Bronx,metrocard,Metrocard - Unlimited 7-Day,1016766
2023-10,Bronx,omny,OMNY - Full Fare,2117116
2023-10,Bronx,omny,OMNY - Other,628
2023-10,Bronx,omny,OMNY - Seniors & Disability,6412
2023-10,Brooklyn,metrocard,Metrocard - Fair Fare,961034
2023-10,Brooklyn,metrocard,Metrocard - Full Fare,3824149
2023-10,Brooklyn,metrocard,Metrocard - Other,1197918
2023-10,Brooklyn,metrocard,Metrocard - Seniors & Disability,848442
2023-10,Brooklyn,metrocard,Metrocard - Students,1767929
2023-10,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2394886
2023-10,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2088151
2023-10,Brooklyn,omny,OMNY - Full Fare,10634547
2023-10,Brooklyn,omny,OMNY - Other,2403
2023-10,Brooklyn,omny,OMNY - Seniors & Disability,38518
2023-10,Manhattan,metrocard,Metrocard - Fair Fare,1492628
2023-10,Manhattan,metrocard,Metrocard - Full Fare,9621011
2023-10,Manhattan,metrocard,Metrocard - Other,2385083
2023-10,Manhattan,metrocard,Metrocard - Seniors & Disability,1929898
2023-10,Manhattan,metrocard,Metrocard - Students,1929553
2023-10,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5061506
2023-10,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5655458
2023-10,Manhattan,omny,OMNY - Full Fare,30801686
2023-10,Manhattan,omny,OMNY - Other,6659
2023-10,Manhattan,omny,OMNY - Seniors & Disability,183932
2023-10,Queens,metrocard,Metrocard - Fair Fare,514132
2023-10,Queens,metrocard,Metrocard - Full Fare,3039249
2023-10,Queens,metrocard,Metrocard - Other,736061
2023-10,Queens,metrocard,Metrocard - Seniors & Disability,621481
2023-10,Queens,metrocard,Metrocard - Students,1041397
2023-10,Queens,metrocard,Metrocard - Unlimited 30-Day,1754094
2023-10,Queens,metrocard,Metrocard - Unlimited 7-Day,1972206
2023-10,Queens,omny,OMNY - Full Fare,5818890
2023-10,Queens,omny,OMNY - Other,2353
2023-10,Queens,omny,OMNY - Seniors & Disability,23530
2023-10,Staten Island,metrocard,Metrocard - Fair Fare,6617
2023-10,Staten Island,metrocard,Metrocard - Full Fare,67096
2023-10,Staten Island,metrocard,Metrocard - Other,15055
2023-10,Staten Island,metrocard,Metrocard - Seniors & Disability,10683
2023-10,Staten Island,metrocard,Metrocard - Students,14159
2023-10,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12887
2023-10,Staten Island,metrocard,Metrocard - Unlimited 7-Day,10510
2023-10,Staten Island,omny,OMNY - Full Fare,59389
2023-10,Staten Island,omny,OMNY - Other,114
2023-10,Staten Island,omny,OMNY - Seniors & Disability,460
2023-11,Bronx,metrocard,Metrocard - Fair Fare,460467
2023-11,Bronx,metrocard,Metrocard - Full Fare,1351600
2023-11,Bronx,metrocard,Metrocard - Other,448483
2023-11,Bronx,metrocard,Metrocard - Seniors & Disability,231798
2023-11,Bronx,metrocard,Metrocard - Students,652800
2023-11,Bronx,metrocard,Metrocard - Unlimited 30-Day,648505
2023-11,Bronx,metrocard,Metrocard - Unlimited 7-Day,924299
2023-11,Bronx,omny,OMNY - Full Fare,2103948
2023-11,Bronx,omny,OMNY - Other,1326
2023-11,Bronx,omny,OMNY - Seniors & Disability,6669
2023-11,Brooklyn,metrocard,Metrocard - Fair Fare,909048
2023-11,Brooklyn,metrocard,Metrocard - Full Fare,3514269
2023-11,Brooklyn,metrocard,Metrocard - Other,1120786
2023-11,Brooklyn,metrocard,Metrocard - Seniors & Disability,802462
2023-11,Brooklyn,metrocard,Metrocard - Students,1628824
2023-11,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2180737
2023-11,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1831707
2023-11,Brooklyn,omny,OMNY - Full Fare,10151350
2023-11,Brooklyn,omny,OMNY - Other,3936
2023-11,Brooklyn,omny,OMNY - Seniors & Disability,40327
2023-11,Manhattan,metrocard,Metrocard - Fair Fare,1434053
2023-11,Manhattan,metrocard,Metrocard - Full Fare,8926649
2023-11,Manhattan,metrocard,Metrocard - Other,2253436
2023-11,Manhattan,metrocard,Metrocard - Seniors & Disability,1886803
2023-11,Manhattan,metrocard,Metrocard - Students,1836217
2023-11,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4653456
2023-11,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4730525
2023-11,Manhattan,omny,OMNY - Full Fare,30056543
2023-11,Manhattan,omny,OMNY - Other,7299
2023-11,Manhattan,omny,OMNY - Seniors & Disability,200138
2023-11,Queens,metrocard,Metrocard - Fair Fare,492795
2023-11,Queens,metrocard,Metrocard - Full Fare,2774301
2023-11,Queens,metrocard,Metrocard - Other,691344
2023-11,Queens,metrocard,Metrocard - Seniors & Disability,591553
2023-11,Queens,metrocard,Metrocard - Students,980618
2023-11,Queens,metrocard,Metrocard - Unlimited 30-Day,1633821
2023-11,Queens,metrocard,Metrocard - Unlimited 7-Day,1765165
2023-11,Queens,omny,OMNY - Full Fare,5674516
2023-11,Queens,omny,OMNY - Other,3439
2023-11,Queens,omny,OMNY - Seniors & Disability,24585
2023-11,Staten Island,metrocard,Metrocard - Fair Fare,6271
2023-11,Staten Island,metrocard,Metrocard - Full Fare,60472
2023-11,Staten Island,metrocard,Metrocard - Other,13452
2023-11,Staten Island,metrocard,Metrocard - Seniors & Disability,10594
2023-11,Staten Island,metrocard,Metrocard - Students,12521
2023-11,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12140
2023-11,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9062
2023-11,Staten Island,omny,OMNY - Full Fare,57287
2023-11,Staten Island,omny,OMNY - Other,114
2023-11,Staten Island,omny,OMNY - Seniors & Disability,443
2023-12,Bronx,metrocard,Metrocard - Fair Fare,429397
2023-12,Bronx,metrocard,Metrocard - Full Fare,1280622
2023-12,Bronx,metrocard,Metrocard - Other,412913
2023-12,Bronx,metrocard,Metrocard - Seniors & Disability,219549
2023-12,Bronx,metrocard,Metrocard - Students,550779
2023-12,Bronx,metrocard,Metrocard - Unlimited 30-Day,588968
2023-12,Bronx,metrocard,Metrocard - Unlimited 7-Day,872189
2023-12,Bronx,omny,OMNY - Full Fare,2108469
2023-12,Bronx,omny,OMNY - Other,1091
2023-12,Bronx,omny,OMNY - Seniors & Disability,6691
2023-12,Brooklyn,metrocard,Metrocard - Fair Fare,875954
2023-12,Brooklyn,metrocard,Metrocard - Full Fare,3372759
2023-12,Brooklyn,metrocard,Metrocard - Other,1055174
2023-12,Brooklyn,metrocard,Metrocard - Seniors & Disability,789022
2023-12,Brooklyn,metrocard,Metrocard - Students,1398967
2023-12,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1970176
2023-12,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1867109
2023-12,Brooklyn,omny,OMNY - Full Fare,10057024
2023-12,Brooklyn,omny,OMNY - Other,3392
2023-12,Brooklyn,omny,OMNY - Seniors & Disability,41931
2023-12,Manhattan,metrocard,Metrocard - Fair Fare,1358411
2023-12,Manhattan,metrocard,Metrocard - Full Fare,8920273
2023-12,Manhattan,metrocard,Metrocard - Other,2110413
2023-12,Manhattan,metrocard,Metrocard - Seniors & Disability,1841086
2023-12,Manhattan,metrocard,Metrocard - Students,1571915
2023-12,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4065051
2023-12,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5373089
2023-12,Manhattan,omny,OMNY - Full Fare,30759651
2023-12,Manhattan,omny,OMNY - Other,7504
2023-12,Manhattan,omny,OMNY - Seniors & Disability,210128
2023-12,Queens,metrocard,Metrocard - Fair Fare,472127
2023-12,Queens,metrocard,Metrocard - Full Fare,2647146
2023-12,Queens,metrocard,Metrocard - Other,633019
2023-12,Queens,metrocard,Metrocard - Seniors & Disability,575575
2023-12,Queens,metrocard,Metrocard - Students,847174
2023-12,Queens,metrocard,Metrocard - Unlimited 30-Day,1496869
2023-12,Queens,metrocard,Metrocard - Unlimited 7-Day,1749504
2023-12,Queens,omny,OMNY - Full Fare,5700739
2023-12,Queens,omny,OMNY - Other,3658
2023-12,Queens,omny,OMNY - Seniors & Disability,25621
2023-12,Staten Island,metrocard,Metrocard - Fair Fare,5990
2023-12,Staten Island,metrocard,Metrocard - Full Fare,54971
2023-12,Staten Island,metrocard,Metrocard - Other,12510
2023-12,Staten Island,metrocard,Metrocard - Seniors & Disability,9906
2023-12,Staten Island,metrocard,Metrocard - Students,9803
2023-12,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11280
2023-12,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8510
2023-12,Staten Island,omny,OMNY - Full Fare,53561
2023-12,Staten Island,omny,OMNY - Other,90
2023-12,Staten Island,omny,OMNY - Seniors & Disability,439
2024-01,Bronx,metrocard,Metrocard - Fair Fare,419017
2024-01,Bronx,metrocard,Metrocard - Full Fare,1233011
2024-01,Bronx,metrocard,Metrocard - Other,369018
2024-01,Bronx,metrocard,Metrocard - Seniors & Disability,206698
2024-01,Bronx,metrocard,Metrocard - Students,576435
2024-01,Bronx,metrocard,Metrocard - Unlimited 30-Day,597428
2024-01,Bronx,metrocard,Metrocard - Unlimited 7-Day,810981
2024-01,Bronx,omny,OMNY - Full Fare,2061675
2024-01,Bronx,omny,OMNY - Other,1278
2024-01,Bronx,omny,OMNY - Seniors & Disability,6833
2024-01,Brooklyn,metrocard,Metrocard - Fair Fare,868018
2024-01,Brooklyn,metrocard,Metrocard - Full Fare,3259838
2024-01,Brooklyn,metrocard,Metrocard - Other,1015968
2024-01,Brooklyn,metrocard,Metrocard - Seniors & Disability,756519
2024-01,Brooklyn,metrocard,Metrocard - Students,1482128
2024-01,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2065567
2024-01,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1597717
2024-01,Brooklyn,omny,OMNY - Full Fare,10102851
2024-01,Brooklyn,omny,OMNY - Other,2583
2024-01,Brooklyn,omny,OMNY - Seniors & Disability,42253
2024-01,Manhattan,metrocard,Metrocard - Fair Fare,1314439
2024-01,Manhattan,metrocard,Metrocard - Full Fare,7911488
2024-01,Manhattan,metrocard,Metrocard - Other,2075292
2024-01,Manhattan,metrocard,Metrocard - Seniors & Disability,1699300
2024-01,Manhattan,metrocard,Metrocard - Students,1671202
2024-01,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4274831
2024-01,Manhattan,metrocard,Metrocard - Unlimited 7-Day,3882617
2024-01,Manhattan,omny,OMNY - Full Fare,28547996
2024-01,Manhattan,omny,OMNY - Other,7777
2024-01,Manhattan,omny,OMNY - Seniors & Disability,204769
2024-01,Queens,metrocard,Metrocard - Fair Fare,466645
2024-01,Queens,metrocard,Metrocard - Full Fare,2527675
2024-01,Queens,metrocard,Metrocard - Other,597532
2024-01,Queens,metrocard,Metrocard - Seniors & Disability,546770
2024-01,Queens,metrocard,Metrocard - Students,879285
2024-01,Queens,metrocard,Metrocard - Unlimited 30-Day,1517941
2024-01,Queens,metrocard,Metrocard - Unlimited 7-Day,1530935
2024-01,Queens,omny,OMNY - Full Fare,5556214
2024-01,Queens,omny,OMNY - Other,3286
2024-01,Queens,omny,OMNY - Seniors & Disability,26143
2024-01,Staten Island,metrocard,Metrocard - Fair Fare,5951
2024-01,Staten Island,metrocard,Metrocard - Full Fare,56379
2024-01,Staten Island,metrocard,Metrocard - Other,12804
2024-01,Staten Island,metrocard,Metrocard - Seniors & Disability,10056
2024-01,Staten Island,metrocard,Metrocard - Students,10074
2024-01,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12058
2024-01,Staten Island,metrocard,Metrocard - Unlimited 7-Day,7564
2024-01,Staten Island,omny,OMNY - Full Fare,54316
2024-01,Staten Island,omny,OMNY - Other,110
2024-01,Staten Island,omny,OMNY - Seniors & Disability,498
2024-02,Bronx,metrocard,Metrocard - Fair Fare,421890
2024-02,Bronx,metrocard,Metrocard - Full Fare,1164523
2024-02,Bronx,metrocard,Metrocard - Other,414114
2024-02,Bronx,metrocard,Metrocard - Seniors & Disability,207970
2024-02,Bronx,metrocard,Metrocard - Students,563874
2024-02,Bronx,metrocard,Metrocard - Unlimited 30-Day,567372
2024-02,Bronx,metrocard,Metrocard - Unlimited 7-Day,777235
2024-02,Bronx,omny,OMNY - Full Fare,2045128
2024-02,Bronx,omny,OMNY - Other,1413
2024-02,Bronx,omny,OMNY - Seniors & Disability,7119
2024-02,Brooklyn,metrocard,Metrocard - Fair Fare,881694
2024-02,Brooklyn,metrocard,Metrocard - Full Fare,3043210
2024-02,Brooklyn,metrocard,Metrocard - Other,1038048
2024-02,Brooklyn,metrocard,Metrocard - Seniors & Disability,756989
2024-02,Brooklyn,metrocard,Metrocard - Students,1432714
2024-02,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1977441
2024-02,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1540071
2024-02,Brooklyn,omny,OMNY - Full Fare,10036016
2024-02,Brooklyn,omny,OMNY - Other,2449
