station_complex_id,dow,hora,ridership
255,1,7,7247
255,1,8,6213
255,1,9,3784
255,1,10,2959
255,1,11,2716
255,1,12,2724
255,1,13,3033
255,1,14,3450
255,1,15,4650
255,1,16,3554
255,1,17,3193
255,1,18,2286
255,1,19,1603
255,1,20,1196
255,1,21,954
255,1,22,531
255,1,23,271
255,2,0,124
255,2,1,86
255,2,2,82
255,2,3,230
255,2,4,889
255,2,5,2457
255,2,6,4865
255,2,7,8613
255,2,8,6962
255,2,9,4305
255,2,10,3269
255,2,11,2860
255,2,12,2826
255,2,13,3196
255,2,14,3771
255,2,15,5538
255,2,16,4566
255,2,17,3571
255,2,18,2413
255,2,19,1639
255,2,20,1252
255,2,21,933
255,2,22,577
255,2,23,263
255,3,0,158
255,3,1,86
255,3,2,129
255,3,3,218
255,3,4,893
255,3,5,2549
255,3,6,4984
255,3,7,9067
255,3,8,7195
255,3,9,4345
255,3,10,3335
255,3,11,3009
255,3,12,2957
255,3,13,4989
255,3,14,3691
255,3,15,4613
255,3,16,4653
255,3,17,3857
255,3,18,2521
255,3,19,1815
255,3,20,1476
255,3,21,955
255,3,22,645
255,3,23,304
255,4,0,132
255,4,1,89
255,4,2,85
255,4,3,237
255,4,4,965
255,4,5,2769
255,4,6,5508
255,4,7,9806
255,4,8,8047
255,4,9,4560
255,4,10,3527
255,4,11,3133
255,4,12,3082
255,4,13,3774
255,4,14,4290
255,4,15,5926
255,4,16,4868
255,4,17,4158
255,4,18,2754
255,4,19,1951
255,4,20,1509
255,4,21,993
255,4,22,697
255,4,23,305
255,5,0,142
255,5,1,65
255,5,2,94
255,5,3,207
255,5,4,926
255,5,5,2597
255,5,6,5195
255,5,7,9159
255,5,8,7500
255,5,9,4362
255,5,10,3573
255,5,11,3075
255,5,12,3136
255,5,13,3805
255,5,14,4691
255,5,15,6461
255,5,16,5056
255,5,17,4230
255,5,18,3055
255,5,19,2147
255,5,20,1484
255,5,21,899
255,5,22,818
255,5,23,412
255,6,0,207
255,6,1,96
255,6,2,81
255,6,3,164
255,6,4,545
255,6,5,1071
255,6,6,1845
255,6,7,2313
255,6,8,2407
255,6,9,2438
255,6,10,2376
255,6,11,2428
255,6,12,2535
255,6,13,2703
255,6,14,2735
255,6,15,2293
255,6,16,2818
255,6,17,2128
255,6,18,1753
255,6,19,1446
255,6,20,1034
255,6,21,811
255,6,22,646
255,6,23,366
256,0,0,145
256,0,1,89
256,0,2,85
256,0,3,116
256,0,4,278
256,0,5,662
256,0,6,917
256,0,7,1303
256,0,8,1368
256,0,9,1327
256,0,10,1431
256,0,11,1374
256,0,12,1507
256,0,13,1667
256,0,14,1673
256,0,15,1456
256,0,16,1245
256,0,17,1165
256,0,18,931
256,0,19,683
256,0,20,593
256,0,21,549
256,0,22,346
256,0,23,194
256,1,0,155
256,1,1,117
256,1,2,64
256,1,3,210
256,1,4,820
256,1,5,2261
256,1,6,3656
256,1,7,6050
256,1,8,5034
256,1,9,3013
256,1,10,2371
256,1,11,2065
256,1,12,2073
256,1,13,2623
256,1,14,3399
256,1,15,3631
256,1,16,2913
256,1,17,2783
256,1,18,1615
256,1,19,1207
256,1,20,815
256,1,21,632
256,1,22,373
256,1,23,200
256,2,0,141
256,2,1,113
256,2,2,91
256,2,3,204
256,2,4,963
256,2,5,2580
256,2,6,4178
256,2,7,6805
256,2,8,5899
256,2,9,3302
256,2,10,2490
256,2,11,2145
256,2,12,2227
256,2,13,2845
256,2,14,3800
256,2,15,4046
256,2,16,3551
256,2,17,3053
256,2,18,1873
256,2,19,1219
256,2,20,896
256,2,21,626
256,2,22,352
256,2,23,205
256,3,0,167
256,3,1,141
256,3,2,134
256,3,3,252
256,3,4,939
256,3,5,2674
256,3,6,4392
256,3,7,7113
256,3,8,6118
256,3,9,3417
256,3,10,2700
256,3,11,2264
256,3,12,2601
256,3,13,4291
256,3,14,3883
256,3,15,3303
256,3,16,3276
256,3,17,3119
256,3,18,1967
256,3,19,1348
256,3,20,1153
256,3,21,680
256,3,22,451
256,3,23,255
256,4,0,142
256,4,1,103
256,4,2,95
256,4,3,266
256,4,4,969
256,4,5,2770
256,4,6,4840
256,4,7,7920
256,4,8,6547
256,4,9,3538
256,4,10,2737
256,4,11,2425
256,4,12,2339
256,4,13,3196
256,4,14,4366
256,4,15,4353
256,4,16,3709
256,4,17,3480
256,4,18,2120
256,4,19,1317
256,4,20,1034
256,4,21,764
256,4,22,477
256,4,23,259
256,5,0,173
256,5,1,135
256,5,2,98
256,5,3,268
256,5,4,961
256,5,5,2696
256,5,6,4590
256,5,7,7333
256,5,8,6044
256,5,9,3515
256,5,10,2690
256,5,11,2397
256,5,12,2420
256,5,13,3260
256,5,14,4550
256,5,15,4596
256,5,16,3755
256,5,17,3266
256,5,18,2069
256,5,19,1485
256,5,20,1028
256,5,21,812
256,5,22,567
256,5,23,281
256,6,0,187
256,6,1,160
256,6,2,112
256,6,3,198
256,6,4,514
256,6,5,1034
256,6,6,1707
256,6,7,2385
256,6,8,2380
256,6,9,1910
256,6,10,1981
256,6,11,1924
256,6,12,1995
256,6,13,2185
256,6,14,2162
256,6,15,1894
256,6,16,1835
256,6,17,1508
256,6,18,1318
256,6,19,1066
256,6,20,900
256,6,21,718
256,6,22,540
256,6,23,318
257,0,0,136
257,0,1,72
257,0,2,47
257,0,3,81
257,0,4,177
257,0,5,356
257,0,6,554
257,0,7,601
257,0,8,759
257,0,9,920
257,0,10,896
257,0,11,922
257,0,12,883
257,0,13,1071
257,0,14,1087
257,0,15,1039
257,0,16,864
257,0,17,824
257,0,18,603
257,0,19,483
257,0,20,305
257,0,21,297
257,0,22,241
257,0,23,173
257,1,0,104
257,1,1,52
257,1,2,56
257,1,3,121
257,1,4,398
257,1,5,1488
257,1,6,2654
257,1,7,3907
257,1,8,3495
257,1,9,2080
257,1,10,1841
257,1,11,1669
257,1,12,1655
257,1,13,1703
257,1,14,1767
257,1,15,1710
257,1,16,2029
257,1,17,1533
257,1,18,1050
257,1,19,702
257,1,20,550
257,1,21,354
257,1,22,262
257,1,23,171
257,2,0,80
257,2,1,45
257,2,2,95
257,2,3,112
257,2,4,399
257,2,5,1634
257,2,6,3083
257,2,7,4627
257,2,8,4013
257,2,9,2319
257,2,10,2091
257,2,11,1990
257,2,12,1895
257,2,13,1786
257,2,14,1886
257,2,15,2031
257,2,16,2542
257,2,17,1776
257,2,18,1157
257,2,19,772
257,2,20,618
257,2,21,384
257,2,22,260
257,2,23,222
257,3,0,110
257,3,1,87
257,3,2,87
257,3,3,127
257,3,4,473
257,3,5,1664
257,3,6,3071
257,3,7,4708
257,3,8,4148
257,3,9,2321
257,3,10,1969
257,3,11,1972
257,3,12,1827
257,3,13,1934
257,3,14,2082
257,3,15,2097
257,3,16,2521
257,3,17,1854
257,3,18,1248
257,3,19,864
257,3,20,684
257,3,21,515
257,3,22,350
257,3,23,183
257,4,0,101
257,4,1,71
257,4,2,75
257,4,3,140
257,4,4,473
257,4,5,1807
257,4,6,3393
257,4,7,5076
257,4,8,4444
257,4,9,2517
257,4,10,2165
257,4,11,1968
257,4,12,1895
257,4,13,1913
257,4,14,1998
257,4,15,2302
257,4,16,2691
257,4,17,2072
257,4,18,1336
257,4,19,847
257,4,20,615
257,4,21,525
257,4,22,322
257,4,23,205
257,5,0,100
257,5,1,67
257,5,2,84
257,5,3,145
257,5,4,442
257,5,5,1809
257,5,6,3142
257,5,7,4858
257,5,8,4316
257,5,9,2336
257,5,10,2191
257,5,11,1913
257,5,12,1691
257,5,13,1772
257,5,14,2137
257,5,15,2322
257,5,16,2485
257,5,17,1937
257,5,18,1413
257,5,19,1010
257,5,20,730
257,5,21,529
257,5,22,346
257,5,23,241
257,6,0,144
257,6,1,67
257,6,2,63
257,6,3,90
257,6,4,246
257,6,5,591
257,6,6,990
257,6,7,1402
257,6,8,1398
257,6,9,1267
257,6,10,1232
257,6,11,1112
257,6,12,1119
257,6,13,1372
257,6,14,1350
257,6,15,1296
257,6,16,1204
257,6,17,1026
257,6,18,869
257,6,19,709
257,6,20,517
257,6,21,409
257,6,22,303
257,6,23,221
258,0,0,101
258,0,1,59
258,0,2,38
258,0,3,68
258,0,4,99
258,0,5,296
258,0,6,473
258,0,7,612
258,0,8,1039
258,0,9,1177
258,0,10,1343
258,0,11,1158
258,0,12,1190
258,0,13,1255
258,0,14,1059
258,0,15,958
258,0,16,871
258,0,17,812
258,0,18,622
258,0,19,416
258,0,20,415
258,0,21,357
258,0,22,259
258,0,23,157
258,1,0,41
258,1,1,39
258,1,2,44
258,1,3,101
258,1,4,336
258,1,5,1139
258,1,6,3077
258,1,7,6222
258,1,8,6169
258,1,9,3229
258,1,10,1790
258,1,11,1453
258,1,12,1303
258,1,13,1631
258,1,14,2749
258,1,15,1805
258,1,16,1644
258,1,17,1331
258,1,18,1030
258,1,19,661
258,1,20,519
258,1,21,393
258,1,22,254
258,1,23,144
258,2,0,46
258,2,1,38
258,2,2,60
258,2,3,105
258,2,4,370
258,2,5,1382
258,2,6,3522
258,2,7,7569
258,2,8,7196
258,2,9,3551
258,2,10,1922
258,2,11,1384
258,2,12,1226
258,2,13,1627
258,2,14,2920
258,2,15,2110
258,2,16,1907
258,2,17,1500
258,2,18,1132
258,2,19,638
258,2,20,510
258,2,21,414
258,2,22,298
258,2,23,131
258,3,0,86
258,3,1,73
258,3,2,49
258,3,3,109
258,3,4,395
258,3,5,1345
258,3,6,3537
258,3,7,7438
258,3,8,7070
258,3,9,3567
258,3,10,2015
258,3,11,1550
258,3,12,1507
258,3,13,1817
258,3,14,3000
258,3,15,2092
258,3,16,1877
258,3,17,1712
258,3,18,1277
258,3,19,818
258,3,20,524
258,3,21,451
258,3,22,322
258,3,23,163
258,4,0,63
258,4,1,62
258,4,2,45
258,4,3,130
258,4,4,410
258,4,5,1411
258,4,6,4020
258,4,7,7898
258,4,8,7913
258,4,9,3995
258,4,10,2097
258,4,11,1722
258,4,12,1578
258,4,13,1746
258,4,14,3028
258,4,15,2143
258,4,16,1876
258,4,17,1863
258,4,18,1310
258,4,19,869
258,4,20,683
258,4,21,533
258,4,22,323
258,4,23,169
258,5,0,64
258,5,1,61
258,5,2,60
258,5,3,119
258,5,4,381
258,5,5,1408
258,5,6,3612
258,5,7,7498
258,5,8,7256
258,5,9,3545
258,5,10,2134
258,5,11,1587
258,5,12,1430
258,5,13,1863
258,5,14,3031
258,5,15,2011
258,5,16,1792
258,5,17,1711
258,5,18,1371
258,5,19,929
258,5,20,689
258,5,21,511
258,5,22,344
258,5,23,232
258,6,0,96
258,6,1,71
258,6,2,71
258,6,3,84
258,6,4,190
258,6,5,465
258,6,6,794
258,6,7,1170
258,6,8,1692
258,6,9,1514
258,6,10,1605
258,6,11,1461
258,6,12,1571
258,6,13,1472
258,6,14,1419
258,6,15,1351
258,6,16,1350
258,6,17,1129
258,6,18,915
258,6,19,758
258,6,20,537
258,6,21,536
258,6,22,324
258,6,23,224
259,0,0,661
259,0,1,332
259,0,2,291
259,0,3,262
259,0,4,581
259,0,5,1270
259,0,6,2251
259,0,7,3196
259,0,8,4200
259,0,9,4440
259,0,10,4474
259,0,11,4587
259,0,12,4768
259,0,13,4876
259,0,14,4900
259,0,15,4311
259,0,16,3900
259,0,17,3594
259,0,18,3040
259,0,19,2145
259,0,20,1829
259,0,21,1516
259,0,22,1463
259,0,23,888
259,1,0,476
259,1,1,286
259,1,2,269
259,1,3,469
259,1,4,1691
259,1,5,4788
259,1,6,13155
259,1,7,24940
259,1,8,27260
259,1,9,14535
259,1,10,9597
259,1,11,7900
259,1,12,7553
259,1,13,7565
259,1,14,7855
259,1,15,9003
259,1,16,9364
259,1,17,10893
259,1,18,6637
259,1,19,4388
259,1,20,2884
259,1,21,2254
259,1,22,1670
259,1,23,1133
259,2,0,598
259,2,1,328
259,2,2,252
259,2,3,577
259,2,4,1889
259,2,5,5561
259,2,6,15674
259,2,7,31282
259,2,8,31830
259,2,9,17212
259,2,10,10418
259,2,11,8681
259,2,12,8305
259,2,13,7802
259,2,14,8306
259,2,15,10266
259,2,16,10829
259,2,17,12345
259,2,18,7922
259,2,19,4693
259,2,20,3540
259,2,21,2457
259,2,22,1866
259,2,23,1080
259,3,0,720
259,3,1,469
259,3,2,334
259,3,3,689
259,3,4,1925
259,3,5,5809
259,3,6,16002
259,3,7,30694
259,3,8,32467
259,3,9,17020
259,3,10,10752
259,3,11,8883
259,3,12,8810
259,3,13,8697
259,3,14,8817
259,3,15,10815
259,3,16,11457
259,3,17,12788
259,3,18,8351
259,3,19,5032
259,3,20,3812
259,3,21,2801
259,3,22,2066
259,3,23,1264
259,4,0,647
259,4,1,404
259,4,2,342
259,4,3,621
259,4,4,1975
259,4,5,6241
259,4,6,16936
259,4,7,33418
259,4,8,34991
259,4,9,18730
259,4,10,11592
259,4,11,9556
259,4,12,9358
259,4,13,9044
259,4,14,9414
259,4,15,11368
259,4,16,12089
259,4,17,14179
259,4,18,8999
259,4,19,5634
259,4,20,4193
259,4,21,2843
259,4,22,2274
259,4,23,1389
259,5,0,662
259,5,1,358
259,5,2,338
259,5,3,640
259,5,4,1973
259,5,5,5914
259,5,6,16270
259,5,7,31453
259,5,8,31985
259,5,9,17346
259,5,10,10794
259,5,11,9157
259,5,12,8986
259,5,13,9028
259,5,14,9642
259,5,15,11708
259,5,16,12090
259,5,17,13295
259,5,18,7989
259,5,19,5062
259,5,20,3469
259,5,21,2559
259,5,22,2059
259,5,23,1519
259,6,0,730
259,6,1,357
259,6,2,273
259,6,3,395
259,6,4,767
259,6,5,2085
259,6,6,4322
259,6,7,5991
259,6,8,7359
259,6,9,6703
259,6,10,6317
259,6,11,6326
259,6,12,6652
259,6,13,6559
259,6,14,6016
259,6,15,6170
259,6,16,5770
259,6,17,5059
259,6,18,4360
259,6,19,3125
259,6,20,2560
259,6,21,1991
259,6,22,1808
259,6,23,1349
26,0,0,1144
26,0,1,695
26,0,2,319
26,0,3,171
26,0,4,219
26,0,5,381
26,0,6,751
26,0,7,1289
26,0,8,2076
26,0,9,2730
26,0,10,3317
26,0,11,4309
26,0,12,4855
26,0,13,5226
26,0,14,5639
26,0,15,5835
26,0,16,5507
26,0,17,5591
26,0,18,4786
26,0,19,3472
26,0,20,2458
26,0,21,2129
26,0,22,1740
26,0,23,1274
26,1,0,667
26,1,1,311
26,1,2,124
26,1,3,118
26,1,4,327
26,1,5,1179
26,1,6,3071
26,1,7,8772
26,1,8,18794
26,1,9,13926
26,1,10,6225
26,1,11,5636
26,1,12,6410
26,1,13,8227
26,1,14,10334
26,1,15,12855
26,1,16,13007
26,1,17,15914
26,1,18,11594
26,1,19,7561
26,1,20,5308
26,1,21,3575
26,1,22,2239
26,1,23,1614
26,2,0,801
26,2,1,332
26,2,2,162
26,2,3,153
26,2,4,342
26,2,5,1418
26,2,6,3722
26,2,7,10725
26,2,8,22933
26,2,9,16498
26,2,10,6890
26,2,11,5811
26,2,12,6366
26,2,13,7704
26,2,14,10655
26,2,15,14443
26,2,16,15138
26,2,17,17961
26,2,18,12820
26,2,19,8305
26,2,20,6245
26,2,21,4702
26,2,22,2530
26,2,23,1698
26,3,0,1044
26,3,1,669
26,3,2,374
26,3,3,212
26,3,4,397
26,3,5,1429
26,3,6,3845
26,3,7,10890
26,3,8,22558
26,3,9,16821
26,3,10,7510
26,3,11,6155
26,3,12,7043
26,3,13,8079
26,3,14,11409
26,3,15,15650
26,3,16,15390
26,3,17,18958
26,3,18,13635
26,3,19,8940
26,3,20,6749
26,3,21,4452
26,3,22,2823
26,3,23,1934
26,4,0,964
26,4,1,367
26,4,2,208
26,4,3,153
26,4,4,371
26,4,5,1431
26,4,6,4040
26,4,7,11428
26,4,8,24195
26,4,9,18445
26,4,10,8058
26,4,11,6803
26,4,12,7623
26,4,13,8491
26,4,14,11611
26,4,15,16601
26,4,16,16354
26,4,17,20766
26,4,18,14663
26,4,19,9248
26,4,20,7184
26,4,21,5045
26,4,22,3088
26,4,23,2099
26,5,0,1012
26,5,1,408
26,5,2,248
26,5,3,173
26,5,4,321
26,5,5,1457
26,5,6,3740
26,5,7,10624
26,5,8,21460
26,5,9,16674
26,5,10,7847
26,5,11,6979
26,5,12,7785
26,5,13,8701
26,5,14,12418
26,5,15,17411
26,5,16,16231
26,5,17,18461
26,5,18,13072
26,5,19,9119
26,5,20,6396
26,5,21,4881
26,5,22,3606
26,5,23,2790
26,6,0,1641
26,6,1,751
26,6,2,348
26,6,3,199
26,6,4,243
26,6,5,670
26,6,6,1165
26,6,7,1919
26,6,8,2871
26,6,9,3491
26,6,10,4177
26,6,11,5093
26,6,12,5857
26,6,13,6330
26,6,14,6641
26,6,15,7283
26,6,16,7624
26,6,17,6796
26,6,18,6147
26,6,19,4836
26,6,20,3841
26,6,21,3157
26,6,22,2427
26,6,23,2078
260,0,0,114
260,0,1,38
260,0,2,39
260,0,3,26
260,0,4,40
260,0,5,72
260,0,6,140
260,0,7,249
260,0,8,470
260,0,9,744
260,0,10,970
260,0,11,887
260,0,12,974
260,0,13,874
260,0,14,883
260,0,15,768
260,0,16,732
260,0,17,702
260,0,18,598
260,0,19,326
260,0,20,278
260,0,21,269
260,0,22,258
260,0,23,114
260,1,0,46
260,1,1,25
260,1,2,14
260,1,3,60
260,1,4,112
260,1,5,320
260,1,6,1196
260,1,7,3863
260,1,8,5032
260,1,9,2574
260,1,10,1271
260,1,11,1069
260,1,12,1021
260,1,13,983
260,1,14,951
260,1,15,1091
260,1,16,1202
260,1,17,1429
260,1,18,1107
260,1,19,772
260,1,20,404
260,1,21,342
260,1,22,237
260,1,23,117
260,2,0,34
260,2,1,17
260,2,2,24
260,2,3,44
260,2,4,149
260,2,5,378
260,2,6,1494
260,2,7,4659
260,2,8,6255
260,2,9,3043
260,2,10,1432
260,2,11,968
260,2,12,987
260,2,13,1066
260,2,14,963
260,2,15,1066
260,2,16,1284
260,2,17,1661
260,2,18,1334
260,2,19,839
260,2,20,479
260,2,21,323
260,2,22,231
260,2,23,109
260,3,0,64
260,3,1,50
260,3,2,44
260,3,3,57
260,3,4,154
260,3,5,384
260,3,6,1522
260,3,7,4711
260,3,8,6265
260,3,9,3054
260,3,10,1600
260,3,11,1198
260,3,12,1074
260,3,13,1092
260,3,14,1076
260,3,15,1215
260,3,16,1448
260,3,17,1609
260,3,18,1345
260,3,19,834
260,3,20,584
260,3,21,322
260,3,22,234
260,3,23,135
260,4,0,46
260,4,1,16
260,4,2,26
260,4,3,52
260,4,4,159
260,4,5,444
260,4,6,1666
260,4,7,5037
260,4,8,6775
260,4,9,3339
260,4,10,1779
260,4,11,1258
260,4,12,1192
260,4,13,1174
260,4,14,1053
260,4,15,1299
260,4,16,1475
260,4,17,1919
260,4,18,1554
260,4,19,930
260,4,20,571
260,4,21,388
260,4,22,256
260,4,23,139
260,5,0,67
260,5,1,21
260,5,2,21
260,5,3,63
260,5,4,133
260,5,5,380
260,5,6,1554
260,5,7,4615
260,5,8,6216
260,5,9,3134
260,5,10,1652
260,5,11,1275
260,5,12,1177
260,5,13,1237
260,5,14,1134
260,5,15,1294
260,5,16,1459
260,5,17,1804
260,5,18,1431
260,5,19,889
260,5,20,589
260,5,21,412
260,5,22,436
260,5,23,186
260,6,0,102
260,6,1,65
260,6,2,35
260,6,3,41
260,6,4,54
260,6,5,120
260,6,6,258
260,6,7,510
260,6,8,839
260,6,9,1004
260,6,10,1164
260,6,11,1354
260,6,12,1297
260,6,13,1200
260,6,14,1144
260,6,15,1013
260,6,16,1069
260,6,17,979
260,6,18,881
260,6,19,618
260,6,20,391
260,6,21,327
260,6,22,357
260,6,23,190
261,0,0,1065
261,0,1,571
261,0,2,311
261,0,3,228
261,0,4,311
261,0,5,1046
261,0,6,1447
261,0,7,2583
261,0,8,3764
261,0,9,4782
261,0,10,5626
261,0,11,6062
261,0,12,6602
261,0,13,6500
261,0,14,6307
261,0,15,6227
261,0,16,5755
261,0,17,5260
261,0,18,4297
261,0,19,3289
261,0,20,2624
261,0,21,2314
261,0,22,1950
261,0,23,1192
261,1,0,594
261,1,1,325
261,1,2,211
261,1,3,220
261,1,4,951
261,1,5,4108
261,1,6,11415
261,1,7,23753
261,1,8,32271
261,1,9,17229
261,1,10,10000
261,1,11,8481
261,1,12,8052
261,1,13,8393
261,1,14,8859
261,1,15,9773
261,1,16,10680
261,1,17,11393
261,1,18,8816
261,1,19,6327
261,1,20,4437
261,1,21,3126
261,1,22,2163
261,1,23,1251
261,2,0,573
261,2,1,236
261,2,2,142
261,2,3,266
261,2,4,1036
261,2,5,5058
261,2,6,13467
261,2,7,29143
261,2,8,38731
261,2,9,19879
261,2,10,10538
261,2,11,8794
261,2,12,8154
261,2,13,8772
261,2,14,9264
261,2,15,10483
261,2,16,11804
261,2,17,12229
261,2,18,9555
261,2,19,6610
261,2,20,4825
261,2,21,3294
261,2,22,2381
261,2,23,1224
261,3,0,736
261,3,1,420
261,3,2,264
261,3,3,300
261,3,4,1141
261,3,5,5096
261,3,6,13412
261,3,7,29483
261,3,8,39146
261,3,9,19854
261,3,10,11404
261,3,11,9598
261,3,12,8967
261,3,13,9567
261,3,14,10252
261,3,15,11162
261,3,16,12252
261,3,17,13250
261,3,18,10291
261,3,19,7029
261,3,20,5091
261,3,21,3919
261,3,22,2680
261,3,23,1366
261,4,0,608
261,4,1,279
261,4,2,207
261,4,3,271
261,4,4,1119
261,4,5,5507
261,4,6,14672
261,4,7,31577
261,4,8,42686
261,4,9,21572
261,4,10,12483
261,4,11,9836
261,4,12,9474
261,4,13,9991
261,4,14,10778
261,4,15,11909
261,4,16,13577
261,4,17,14195
261,4,18,11189
261,4,19,7834
261,4,20,5648
261,4,21,4225
261,4,22,2908
261,4,23,1545
261,5,0,732
261,5,1,375
261,5,2,231
261,5,3,300
261,5,4,1021
261,5,5,5228
261,5,6,13725
261,5,7,29505
261,5,8,38850
261,5,9,20203
261,5,10,11698
261,5,11,9456
261,5,12,9665
261,5,13,10102
261,5,14,11176
261,5,15,11905
261,5,16,13248
261,5,17,13620
261,5,18,11015
261,5,19,7279
261,5,20,5277
261,5,21,4116
261,5,22,2937
261,5,23,1991
261,6,0,1149
261,6,1,594
261,6,2,347
261,6,3,241
261,6,4,452
261,6,5,1714
261,6,6,2714
261,6,7,4755
261,6,8,6652
261,6,9,7067
261,6,10,7058
261,6,11,7869
261,6,12,8594
261,6,13,8207
261,6,14,7872
261,6,15,8213
261,6,16,7647
261,6,17,7023
261,6,18,6498
261,6,19,5053
261,6,20,3669
261,6,21,3194
261,6,22,2367
261,6,23,1979
262,0,0,167
262,0,1,67
262,0,2,52
262,0,3,53
262,0,4,83
262,0,5,246
262,0,6,513
262,0,7,1096
262,0,8,1605
262,0,9,1886
262,0,10,1987
262,0,11,2080
262,0,12,1998
262,0,13,2021
262,0,14,1753
262,0,15,1605
262,0,16,1462
262,0,17,1331
262,0,18,1097
262,0,19,717
262,0,20,662
262,0,21,452
262,0,22,382
262,0,23,258
262,1,0,100
262,1,1,34
262,1,2,38
262,1,3,48
262,1,4,229
262,1,5,1313
262,1,6,4119
262,1,7,9985
262,1,8,13520
262,1,9,6055
262,1,10,3103
262,1,11,2593
262,1,12,2363
262,1,13,3223
262,1,14,3237
262,1,15,2553
262,1,16,3245
262,1,17,2474
262,1,18,2128
262,1,19,1415
262,1,20,942
262,1,21,634
262,1,22,374
262,1,23,263
262,2,0,92
262,2,1,46
262,2,2,25
262,2,3,42
262,2,4,219
262,2,5,1569
262,2,6,4922
262,2,7,12251
262,2,8,16134
262,2,9,7118
262,2,10,3274
262,2,11,2701
262,2,12,2473
262,2,13,3379
262,2,14,3303
262,2,15,2798
262,2,16,3760
262,2,17,2731
262,2,18,2339
262,2,19,1615
262,2,20,899
262,2,21,612
262,2,22,387
262,2,23,276
262,3,0,155
262,3,1,88
262,3,2,46
262,3,3,95
262,3,4,245
262,3,5,1598
262,3,6,4813
262,3,7,12305
262,3,8,16359
262,3,9,7401
262,3,10,3435
262,3,11,2833
262,3,12,2680
262,3,13,3868
262,3,14,3456
262,3,15,2899
262,3,16,4054
262,3,17,3037
262,3,18,2561
262,3,19,1700
262,3,20,1066
262,3,21,680
262,3,22,424
262,3,23,314
262,4,0,111
262,4,1,63
262,4,2,37
262,4,3,89
262,4,4,273
262,4,5,1726
262,4,6,5217
262,4,7,13503
262,4,8,18151
262,4,9,8001
262,4,10,3843
262,4,11,2814
262,4,12,2906
262,4,13,4077
262,4,14,3586
262,4,15,3211
262,4,16,4401
262,4,17,3210
262,4,18,2787
262,4,19,1780
262,4,20,1152
262,4,21,820
262,4,22,484
262,4,23,294
262,5,0,153
262,5,1,64
262,5,2,39
262,5,3,65
262,5,4,270
262,5,5,1631
262,5,6,4824
262,5,7,12342
262,5,8,16566
262,5,9,7422
262,5,10,3620
262,5,11,2888
262,5,12,2815
262,5,13,3926
262,5,14,3693
262,5,15,3257
262,5,16,4173
262,5,17,3112
262,5,18,2741
262,5,19,1789
262,5,20,1211
262,5,21,732
262,5,22,467
262,5,23,296
262,6,0,126
262,6,1,63
262,6,2,51
262,6,3,34
262,6,4,131
262,6,5,435
262,6,6,901
262,6,7,1846
262,6,8,2628
262,6,9,2786
262,6,10,2435
262,6,11,2624
262,6,12,2850
262,6,13,2484
262,6,14,2400
262,6,15,2099
262,6,16,1944
262,6,17,1788
262,6,18,1692
262,6,19,1175
262,6,20,971
262,6,21,616
262,6,22,427
262,6,23,323
263,0,0,272
263,0,1,165
263,0,2,137
263,0,3,79
263,0,4,163
263,0,5,577
263,0,6,1025
263,0,7,1681
263,0,8,2714
263,0,9,2950
263,0,10,3256
263,0,11,3574
263,0,12,3698
263,0,13,3925
263,0,14,3988
263,0,15,4057
263,0,16,4009
263,0,17,3673
263,0,18,3050
263,0,19,2254
263,0,20,1774
263,0,21,967
263,0,22,830
263,0,23,436
263,1,0,197
263,1,1,70
263,1,2,116
263,1,3,128
263,1,4,416
263,1,5,2502
263,1,6,6536
263,1,7,14296
263,1,8,18506
263,1,9,9632
263,1,10,5700
263,1,11,4905
263,1,12,4686
263,1,13,5028
263,1,14,6001
263,1,15,5573
263,1,16,6406
263,1,17,7881
263,1,18,5288
263,1,19,3427
263,1,20,2550
263,1,21,1586
263,1,22,1035
263,1,23,379
263,2,0,246
263,2,1,60
263,2,2,103
263,2,3,161
263,2,4,485
263,2,5,2743
263,2,6,7614
263,2,7,17256
263,2,8,21769
263,2,9,11082
263,2,10,5992
263,2,11,4777
263,2,12,4882
263,2,13,5333
263,2,14,6045
263,2,15,5666
263,2,16,6573
263,2,17,8570
263,2,18,5356
263,2,19,3473
263,2,20,2378
263,2,21,1527
263,2,22,1043
263,2,23,419
263,3,0,284
263,3,1,157
263,3,2,135
263,3,3,167
263,3,4,508
263,3,5,2869
263,3,6,7630
263,3,7,17120
263,3,8,22014
263,3,9,11468
263,3,10,6540
263,3,11,5375
263,3,12,5228
263,3,13,5644
263,3,14,6686
263,3,15,6316
263,3,16,7122
263,3,17,9302
263,3,18,5845
263,3,19,3646
263,3,20,2751
263,3,21,1650
263,3,22,1135
263,3,23,526
263,4,0,241
263,4,1,75
263,4,2,114
263,4,3,184
263,4,4,507
263,4,5,2991
263,4,6,8330
263,4,7,18808
263,4,8,23767
263,4,9,12087
263,4,10,7137
263,4,11,5495
263,4,12,5437
263,4,13,5814
263,4,14,7100
263,4,15,6456
263,4,16,7497
263,4,17,9737
263,4,18,6296
263,4,19,4095
263,4,20,2938
263,4,21,1762
263,4,22,1206
263,4,23,558
263,5,0,250
263,5,1,113
263,5,2,142
263,5,3,190
263,5,4,502
263,5,5,2883
263,5,6,7739
263,5,7,17288
263,5,8,22082
263,5,9,11511
263,5,10,6690
263,5,11,5441
263,5,12,5518
263,5,13,5769
263,5,14,6940
