station_complex_id,dow,hora,ridership
10,0,18,5174
10,0,19,3923
10,0,20,3504
10,0,21,4028
10,0,22,3639
10,0,23,2370
10,1,0,1126
10,1,1,425
10,1,2,229
10,1,3,150
10,1,4,173
10,1,5,274
10,1,6,738
10,1,7,2283
10,1,8,5021
10,1,9,5249
10,1,10,4108
10,1,11,4334
10,1,12,5008
10,1,13,5325
10,1,14,7005
10,1,15,9540
10,1,16,12448
10,1,17,25389
10,1,18,22628
10,1,19,11455
10,1,20,7267
10,1,21,5446
10,1,22,4592
10,1,23,2990
10,2,0,1651
10,2,1,566
10,2,2,220
10,2,3,149
10,2,4,164
10,2,5,320
10,2,6,867
10,2,7,2663
10,2,8,5927
10,2,9,5634
10,2,10,4332
10,2,11,4568
10,2,12,5430
10,2,13,5791
10,2,14,7624
10,2,15,10312
10,2,16,13911
10,2,17,30730
10,2,18,26930
10,2,19,14151
10,2,20,9174
10,2,21,9423
10,2,22,6137
10,2,23,3491
10,3,0,2074
10,3,1,1084
10,3,2,783
10,3,3,403
10,3,4,329
10,3,5,366
10,3,6,1010
10,3,7,2747
10,3,8,5967
10,3,9,6229
10,3,10,5134
10,3,11,5237
10,3,12,6005
10,3,13,7004
10,3,14,8562
10,3,15,11955
10,3,16,16321
10,3,17,32218
10,3,18,28375
10,3,19,15493
10,3,20,10283
10,3,21,9839
10,3,22,8366
10,3,23,4710
10,4,0,2471
10,4,1,800
10,4,2,339
10,4,3,234
10,4,4,227
10,4,5,347
10,4,6,1044
10,4,7,3072
10,4,8,6369
10,4,9,6650
10,4,10,5313
10,4,11,5707
10,4,12,6714
10,4,13,7169
10,4,14,8675
10,4,15,12224
10,4,16,17086
10,4,17,35100
10,4,18,31691
10,4,19,16443
10,4,20,10565
10,4,21,11698
10,4,22,8925
10,4,23,4849
10,5,0,2896
10,5,1,983
10,5,2,440
10,5,3,284
10,5,4,255
10,5,5,360
10,5,6,1014
10,5,7,2884
10,5,8,6051
10,5,9,6407
10,5,10,5441
10,5,11,6154
10,5,12,7171
