station_complex_id,dow,hora,share,total_prepandemia
199,0,22,0.00085911,13968
199,0,23,0.00057274,13968
199,1,0,0.00093070,13968
199,1,1,0.00021478,13968
199,1,2,0.00042955,13968
199,1,3,0.00042955,13968
199,1,4,0.00780355,13968
199,1,5,0.01524914,13968
199,1,6,0.01718213,13968
199,1,7,0.03257446,13968
199,1,8,0.01897194,13968
199,1,9,0.00694444,13968
199,1,10,0.00415235,13968
199,1,11,0.00350802,13968
199,1,12,0.00565578,13968
199,1,13,0.00579897,13968
199,1,14,0.00429553,13968
199,1,15,0.00508305,13968
199,1,16,0.00451031,13968
199,1,17,0.00515464,13968
199,1,18,0.00279210,13968
199,1,19,0.00171821,13968
199,1,20,0.00372279,13968
199,1,21,0.00057274,13968
199,1,22,0.00157503,13968
199,1,23,0.00028637,13968
199,2,0,0.00014318,13968
199,2,1,0.00028637,13968
199,2,2,0.00021478,13968
199,2,3,0.00085911,13968
199,2,4,0.00859107,13968
199,2,5,0.01882875,13968
199,2,6,0.02477090,13968
199,2,7,0.04166667,13968
199,2,8,0.02455613,13968
199,2,9,0.00665808,13968
199,2,10,0.00558419,13968
199,2,11,0.00372279,13968
199,2,12,0.00472509,13968
199,2,13,0.00479668,13968
199,2,14,0.00658648,13968
199,2,15,0.00544101,13968
199,2,16,0.00572738,13968
199,2,17,0.00479668,13968
199,2,18,0.00200458,13968
199,2,19,0.00164662,13968
199,2,20,0.00307847,13968
199,2,21,0.00085911,13968
199,2,22,0.00264891,13968
199,2,23,0.00064433,13968
199,3,0,0.00050115,13968
199,3,1,0.00035796,13968
199,3,2,0.00071592,13968
199,3,3,0.00100229,13968
199,3,4,0.00959336,13968
199,3,5,0.01639462,13968
199,3,6,0.02333906,13968
199,3,7,0.04309851,13968
199,3,8,0.02312428,13968
199,3,9,0.00680126,13968
199,3,10,0.00408076,13968
199,3,11,0.00458190,13968
199,3,12,0.00587056,13968
199,3,13,0.00594215,13968
199,3,14,0.00723081,13968
199,3,15,0.00658648,13968
199,3,16,0.00400916,13968
199,3,17,0.00579897,13968
199,3,18,0.00400916,13968
199,3,19,0.00250573,13968
199,3,20,0.00365120,13968
199,3,21,0.00193299,13968
199,3,22,0.00264891,13968
199,3,23,0.00050115,13968
199,4,0,0.00136025,13968
199,4,1,0.00021478,13968
199,4,2,0.00042955,13968
199,4,3,0.00042955,13968
199,4,4,0.01030928,13968
199,4,5,0.01796964,13968
199,4,6,0.02455613,13968
199,4,7,0.04653494,13968
199,4,8,0.02605956,13968
199,4,9,0.00773196,13968
199,4,10,0.00472509,13968
199,4,11,0.00472509,13968
199,4,12,0.00630011,13968
199,4,13,0.00608534,13968
199,4,14,0.00830470,13968
199,4,15,0.00658648,13968
199,4,16,0.00522623,13968
199,4,17,0.00587056,13968
199,4,18,0.00379439,13968
199,4,19,0.00279210,13968
199,4,20,0.00293528,13968
199,4,21,0.00100229,13968
199,4,22,0.00186140,13968
199,4,23,0.00035796,13968
199,5,0,0.00050115,13968
199,5,1,0.00007159,13968
199,5,2,0.00050115,13968
199,5,3,0.00107388,13968
199,5,4,0.00923540,13968
199,5,5,0.01811283,13968
199,5,6,0.02412658,13968
199,5,7,0.04216781,13968
199,5,8,0.02276632,13968
199,5,9,0.00579897,13968
199,5,10,0.00493986,13968
199,5,11,0.00551260,13968
199,5,12,0.00680126,13968
199,5,13,0.00601375,13968
199,5,14,0.00801833,13968
199,5,15,0.00744559,13968
199,5,16,0.00479668,13968
199,5,17,0.00737400,13968
199,5,18,0.00451031,13968
199,5,19,0.00315006,13968
199,5,20,0.00315006,13968
199,5,21,0.00100229,13968
199,5,22,0.00178981,13968
199,5,23,0.00057274,13968
199,6,0,0.00064433,13968
199,6,1,0.00021478,13968
199,6,2,0.00057274,13968
199,6,3,0.00064433,13968
199,6,4,0.00121707,13968
199,6,5,0.00300687,13968
199,6,6,0.00293528,13968
199,6,7,0.00415235,13968
199,6,8,0.00315006,13968
199,6,9,0.00365120,13968
199,6,10,0.00221936,13968
199,6,11,0.00372279,13968
199,6,12,0.00415235,13968
199,6,13,0.00379439,13968
199,6,14,0.00322165,13968
199,6,15,0.00365120,13968
199,6,16,0.00350802,13968
199,6,17,0.00443872,13968
199,6,18,0.00372279,13968
199,6,19,0.00207617,13968
199,6,20,0.00243414,13968
199,6,21,0.00114548,13968
199,6,22,0.00100229,13968
199,6,23,0.00057274,13968
2,0,0,0.00087276,402174
2,0,1,0.00056692,402174
2,0,2,0.00028346,402174
2,0,3,0.00024865,402174
2,0,4,0.00030335,402174
2,0,5,0.00065643,402174
2,0,6,0.00138746,402174
2,0,7,0.00218562,402174
2,0,8,0.00337665,402174
2,0,9,0.00475416,402174
2,0,10,0.00591535,402174
2,0,11,0.00621373,402174
2,0,12,0.00618886,402174
2,0,13,0.00650465,402174
2,0,14,0.00614908,402174
2,0,15,0.00571394,402174
2,0,16,0.00504757,402174
2,0,17,0.00443340,402174
2,0,18,0.00352584,402174
2,0,19,0.00242681,402174
2,0,20,0.00175546,402174
2,0,21,0.00151924,402174
2,0,22,0.00146951,402174
2,0,23,0.00087773,402174
2,1,0,0.00039286,402174
2,1,1,0.00026357,402174
2,1,2,0.00022130,402174
2,1,3,0.00025611,402174
2,1,4,0.00066886,402174
2,1,5,0.00274011,402174
2,1,6,0.00703427,402174
2,1,7,0.01812897,402174
2,1,8,0.03043210,402174
2,1,9,0.01605773,402174
2,1,10,0.00814573,402174
2,1,11,0.00633308,402174
2,1,12,0.00562443,402174
2,1,13,0.00576616,402174
2,1,14,0.00559708,402174
2,1,15,0.00657427,402174
2,1,16,0.00650713,402174
2,1,17,0.00626346,402174
2,1,18,0.00490832,402174
2,1,19,0.00286940,402174
2,1,20,0.00211103,402174
2,1,21,0.00138497,402174
2,1,22,0.00128303,402174
2,1,23,0.00076335,402174
2,2,0,0.00042519,402174
2,2,1,0.00014919,402174
2,2,2,0.00022378,402174
2,2,3,0.00033568,402174
2,2,4,0.00072854,402174
2,2,5,0.00305092,402174
2,2,6,0.00844162,402174
2,2,7,0.02222670,402174
2,2,8,0.03734205,402174
2,2,9,0.01970789,402174
2,2,10,0.00872259,402174
2,2,11,0.00617146,402174
2,2,12,0.00537578,402174
2,2,13,0.00533600,402174
2,2,14,0.00595265,402174
2,2,15,0.00674335,402174
2,2,16,0.00659167,402174
2,2,17,0.00645740,402174
2,2,18,0.00508984,402174
2,2,19,0.00303849,402174
2,2,20,0.00232984,402174
2,2,21,0.00157395,402174
2,2,22,0.00112886,402174
2,2,23,0.00069124,402174
2,3,0,0.00057189,402174
2,3,1,0.00051470,402174
2,3,2,0.00035805,402174
2,3,3,0.00039286,402174
2,3,4,0.00079816,402174
2,3,5,0.00330205,402174
2,3,6,0.00866540,402174
2,3,7,0.02241318,402174
2,3,8,0.03772248,402174
2,3,9,0.01998140,402174
2,3,10,0.00939146,402174
2,3,11,0.00698205,402174
2,3,12,0.00590789,402174
2,3,13,0.00626594,402174
2,3,14,0.00694476,402174
2,3,15,0.00757135,402174
2,3,16,0.00735503,402174
2,3,17,0.00750421,402174
2,3,18,0.00610184,402174
2,3,19,0.00345870,402174
2,3,20,0.00280973,402174
2,3,21,0.00195686,402174
2,3,22,0.00143222,402174
2,3,23,0.00093243,402174
2,4,0,0.00041524,402174
2,4,1,0.00023622,402174
2,4,2,0.00020638,402174
2,4,3,0.00036054,402174
2,4,4,0.00080811,402174
2,4,5,0.00340151,402174
2,4,6,0.00889416,402174
2,4,7,0.02437502,402174
2,4,8,0.04101956,402174
2,4,9,0.02191837,402174
2,4,10,0.01012497,402174
2,4,11,0.00771557,402174
2,4,12,0.00617892,402174
2,4,13,0.00631816,402174
2,4,14,0.00699200,402174
2,4,15,0.00754400,402174
2,4,16,0.00763351,402174
2,4,17,0.00789708,402174
2,4,18,0.00611178,402174
2,4,19,0.00362530,402174
2,4,20,0.00242184,402174
2,4,21,0.00188724,402174
2,4,22,0.00143719,402174
2,4,23,0.00097719,402174
2,5,0,0.00051222,402174
2,5,1,0.00025859,402174
2,5,2,0.00024865,402174
2,5,3,0.00036303,402174
2,5,4,0.00082054,402174
2,5,5,0.00309568,402174
2,5,6,0.00827503,402174
2,5,7,0.02235600,402174
2,5,8,0.03790896,402174
2,5,9,0.02106054,402174
2,5,10,0.00993600,402174
2,5,11,0.00727048,402174
2,5,12,0.00628086,402174
2,5,13,0.00654940,402174
2,5,14,0.00657178,402174
2,5,15,0.00799157,402174
2,5,16,0.00822032,402174
2,5,17,0.00872011,402174
2,5,18,0.00728540,402174
2,5,19,0.00484616,402174
2,5,20,0.00336670,402174
2,5,21,0.00234476,402174
2,5,22,0.00198919,402174
2,5,23,0.00147697,402174
2,6,0,0.00101449,402174
2,6,1,0.00046746,402174
2,6,2,0.00032822,402174
2,6,3,0.00028097,402174
2,6,4,0.00049978,402174
2,6,5,0.00119351,402174
2,6,6,0.00266303,402174
2,6,7,0.00401319,402174
2,6,8,0.00611178,402174
2,6,9,0.00720584,402174
2,6,10,0.00701189,402174
2,6,11,0.00809848,402174
2,6,12,0.00829740,402174
2,6,13,0.00750421,402174
2,6,14,0.00767330,402174
2,6,15,0.00784486,402174
2,6,16,0.00678562,402174
2,6,17,0.00672346,402174
2,6,18,0.00604465,402174
2,6,19,0.00471438,402174
2,6,20,0.00346616,402174
2,6,21,0.00246908,402174
2,6,22,0.00200908,402174
2,6,23,0.00145708,402174
20,0,0,0.00059274,278366
20,0,1,0.00038079,278366
20,0,2,0.00007903,278366
20,0,3,0.00007544,278366
20,0,4,0.00008622,278366
20,0,5,0.00012573,278366
20,0,6,0.00008622,278366
20,0,7,0.00022632,278366
20,0,8,0.00042749,278366
20,0,9,0.00067537,278366
20,0,10,0.00117112,278366
20,0,11,0.00207281,278366
20,0,12,0.00313616,278366
20,0,13,0.00284518,278366
20,0,14,0.00326189,278366
20,0,15,0.00347025,278366
20,0,16,0.00408814,278366
20,0,17,0.00392289,278366
20,0,18,0.00357084,278366
20,0,19,0.00186445,278366
20,0,20,0.00137229,278366
20,0,21,0.00104539,278366
20,0,22,0.00118190,278366
20,0,23,0.00076159,278366
20,1,0,0.00040594,278366
20,1,1,0.00010418,278366
20,1,2,0.00005029,278366
20,1,3,0.00002874,278366
20,1,4,0.00003952,278366
20,1,5,0.00020836,278366
20,1,6,0.00059993,278366
20,1,7,0.00230272,278366
20,1,8,0.00580890,278366
20,1,9,0.00553228,278366
20,1,10,0.00487128,278366
20,1,11,0.00613581,278366
20,1,12,0.00771646,278366
20,1,13,0.00777753,278366
20,1,14,0.00951266,278366
20,1,15,0.01424384,278366
20,1,16,0.01888521,278366
20,1,17,0.02710820,278366
20,1,18,0.01917619,278366
20,1,19,0.00901331,278366
20,1,20,0.00486410,278366
20,1,21,0.00278770,278366
20,1,22,0.00164891,278366
20,1,23,0.00122141,278366
20,2,0,0.00060352,278366
20,2,1,0.00008622,278366
20,2,2,0.00011496,278366
20,2,3,0.00003952,278366
20,2,4,0.00008263,278366
20,2,5,0.00028380,278366
20,2,6,0.00081907,278366
20,2,7,0.00333733,278366
20,2,8,0.00696206,278366
20,2,9,0.00666030,278366
20,2,10,0.00616814,278366
20,2,11,0.00753325,278366
20,2,12,0.00920730,278366
20,2,13,0.00924682,278366
20,2,14,0.01083106,278366
20,2,15,0.01632024,278366
20,2,16,0.02172679,278366
20,2,17,0.03320808,278366
20,2,18,0.02360561,278366
20,2,19,0.01056523,278366
20,2,20,0.00625436,278366
20,2,21,0.00368939,278366
20,2,22,0.00195426,278366
20,2,23,0.00124656,278366
20,3,0,0.00128248,278366
20,3,1,0.00057838,278366
20,3,2,0.00015447,278366
20,3,3,0.00011136,278366
20,3,4,0.00005748,278366
20,3,5,0.00028380,278366
20,3,6,0.00089451,278366
20,3,7,0.00336248,278366
20,3,8,0.00689380,278366
20,3,9,0.00658126,278366
20,3,10,0.00648427,278366
20,3,11,0.00780627,278366
20,3,12,0.00976053,278366
20,3,13,0.00980364,278366
20,3,14,0.01123341,278366
20,3,15,0.01705309,278366
20,3,16,0.02307394,278366
20,3,17,0.03414210,278366
20,3,18,0.02420913,278366
20,3,19,0.01125856,278366
20,3,20,0.00671059,278366
20,3,21,0.00348821,278366
20,3,22,0.00213747,278366
20,3,23,0.00122860,278366
20,4,0,0.00067178,278366
20,4,1,0.00014729,278366
20,4,2,0.00006466,278366
20,4,3,0.00003592,278366
20,4,4,0.00007185,278366
20,4,5,0.00025506,278366
20,4,6,0.00090169,278366
20,4,7,0.00332296,278366
20,4,8,0.00750092,278366
20,4,9,0.00772364,278366
20,4,10,0.00735722,278366
20,4,11,0.00821939,278366
20,4,12,0.01008025,278366
20,4,13,0.01146692,278366
20,4,14,0.01243327,278366
20,4,15,0.01905764,278366
20,4,16,0.02530122,278366
20,4,17,0.03811888,278366
20,4,18,0.02648671,278366
20,4,19,0.01233628,278366
20,4,20,0.00695128,278366
20,4,21,0.00423902,278366
20,4,22,0.00304994,278366
20,4,23,0.00146570,278366
20,5,0,0.00079392,278366
20,5,1,0.00021195,278366
20,5,2,0.00016166,278366
20,5,3,0.00005389,278366
20,5,4,0.00009340,278366
20,5,5,0.00026943,278366
20,5,6,0.00085499,278366
20,5,7,0.00317208,278366
20,5,8,0.00700876,278366
20,5,9,0.00686147,278366
20,5,10,0.00668185,278366
20,5,11,0.00801463,278366
20,5,12,0.01085980,278366
20,5,13,0.01053649,278366
20,5,14,0.01320204,278366
20,5,15,0.01836072,278366
20,5,16,0.02533715,278366
20,5,17,0.03521263,278366
20,5,18,0.02207885,278366
20,5,19,0.01050416,278366
20,5,20,0.00582686,278366
20,5,21,0.00323675,278366
20,5,22,0.00262963,278366
20,5,23,0.00200456,278366
20,6,0,0.00093402,278366
20,6,1,0.00039157,278366
20,6,2,0.00015447,278366
20,6,3,0.00006826,278366
20,6,4,0.00008981,278366
20,6,5,0.00012214,278366
20,6,6,0.00016884,278366
20,6,7,0.00030176,278366
20,6,8,0.00054964,278366
20,6,9,0.00091965,278366
20,6,10,0.00174950,278366
20,6,11,0.00245360,278366
20,6,12,0.00313257,278366
20,6,13,0.00347384,278366
20,6,14,0.00393008,278366
20,6,15,0.00477788,278366
20,6,16,0.00435757,278366
20,6,17,0.00452641,278366
20,6,18,0.00350618,278366
20,6,19,0.00213388,278366
20,6,20,0.00170998,278366
20,6,21,0.00123219,278366
20,6,22,0.00126452,278366
20,6,23,0.00112442,278366
200,0,0,0.00139860,42185
200,0,1,0.00054522,42185
200,0,2,0.00087709,42185
200,0,3,0.00092450,42185
200,0,4,0.00244163,42185
200,0,5,0.00528624,42185
200,0,6,0.00630556,42185
200,0,7,0.00715894,42185
200,0,8,0.00803603,42185
200,0,9,0.00692189,42185
200,0,10,0.00756193,42185
200,0,11,0.00723006,42185
200,0,12,0.00843902,42185
200,0,13,0.00836790,42185
200,0,14,0.00945834,42185
200,0,15,0.00848643,42185
200,0,16,0.00713524,42185
200,0,17,0.00770416,42185
200,0,18,0.00602110,42185
200,0,19,0.00462250,42185
200,0,20,0.00440915,42185
200,0,21,0.00270238,42185
200,0,22,0.00101932,42185
200,0,23,0.00056892,42185
200,1,0,0.00028446,42185
200,1,1,0.00009482,42185
200,1,2,0.00066374,42185
200,1,3,0.00113785,42185
200,1,4,0.00315278,42185
200,1,5,0.00599739,42185
200,1,6,0.02372881,42185
200,1,7,0.02664454,42185
200,1,8,0.01014579,42185
200,1,9,0.00649520,42185
200,1,10,0.00459879,42185
200,1,11,0.00493066,42185
200,1,12,0.00450397,42185
200,1,13,0.00523883,42185
200,1,14,0.00547588,42185
200,1,15,0.00580775,42185
200,1,16,0.00597369,42185
200,1,17,0.00445656,42185
200,1,18,0.00237051,42185
200,1,19,0.00175418,42185
200,1,20,0.00210975,42185
200,1,21,0.00120896,42185
200,1,22,0.00054522,42185
200,1,23,0.00016594,42185
200,2,0,0.00009482,42185
200,2,1,0.00021335,42185
200,2,2,0.00073486,42185
200,2,3,0.00092450,42185
200,2,4,0.00357947,42185
200,2,5,0.00616333,42185
200,2,6,0.02787721,42185
200,2,7,0.03183596,42185
200,2,8,0.01069100,42185
200,2,9,0.00609221,42185
200,2,10,0.00471732,42185
200,2,11,0.00485955,42185
200,2,12,0.00476473,42185
200,2,13,0.00464620,42185
200,2,14,0.00509660,42185
200,2,15,0.00609221,42185
200,2,16,0.00609221,42185
200,2,17,0.00282091,42185
200,2,18,0.00253645,42185
200,2,19,0.00156454,42185
200,2,20,0.00251274,42185
200,2,21,0.00135119,42185
200,2,22,0.00120896,42185
200,2,23,0.00028446,42185
200,3,0,0.00090079,42185
200,3,1,0.00035558,42185
200,3,2,0.00075856,42185
200,3,3,0.00128008,42185
200,3,4,0.00395875,42185
200,3,5,0.00644779,42185
200,3,6,0.02856466,42185
200,3,7,0.03273675,42185
200,3,8,0.01014579,42185
200,3,9,0.00810715,42185
200,3,10,0.00528624,42185
200,3,11,0.00507289,42185
200,3,12,0.00592628,42185
200,3,13,0.00533365,42185
200,3,14,0.00583146,42185
200,3,15,0.00566552,42185
200,3,16,0.00625815,42185
200,3,17,0.00429062,42185
200,3,18,0.00256015,42185
200,3,19,0.00182529,42185
200,3,20,0.00244163,42185
200,3,21,0.00168306,42185
200,3,22,0.00085338,42185
200,3,23,0.00047410,42185
200,4,0,0.00035558,42185
200,4,1,0.00042669,42185
200,4,2,0.00018964,42185
200,4,3,0.00125637,42185
200,4,4,0.00410098,42185
200,4,5,0.00708783,42185
200,4,6,0.03098258,42185
200,4,7,0.03560507,42185
200,4,8,0.01121252,42185
200,4,9,0.00739599,42185
200,4,10,0.00552329,42185
200,4,11,0.00502548,42185
200,4,12,0.00552329,42185
200,4,13,0.00649520,42185
200,4,14,0.00618703,42185
200,4,15,0.00613962,42185
200,4,16,0.00611592,42185
200,4,17,0.00478843,42185
200,4,18,0.00232310,42185
200,4,19,0.00256015,42185
200,4,20,0.00315278,42185
200,4,21,0.00144601,42185
200,4,22,0.00125637,42185
200,4,23,0.00042669,42185
200,5,0,0.00030817,42185
200,5,1,0.00011853,42185
200,5,2,0.00033187,42185
200,5,3,0.00161195,42185
200,5,4,0.00407728,42185
200,5,5,0.00696930,42185
200,5,6,0.03131445,42185
200,5,7,0.03257082,42185
200,5,8,0.01026431,42185
200,5,9,0.00756193,42185
200,5,10,0.00557070,42185
200,5,11,0.00564182,42185
200,5,12,0.00618703,42185
200,5,13,0.00611592,42185
200,5,14,0.00663743,42185
200,5,15,0.00642408,42185
200,5,16,0.00580775,42185
200,5,17,0.00599739,42185
200,5,18,0.00376911,42185
200,5,19,0.00315278,42185
200,5,20,0.00237051,42185
200,5,21,0.00142231,42185
200,5,22,0.00099561,42185
200,5,23,0.00064004,42185
200,6,0,0.00056892,42185
200,6,1,0.00028446,42185
200,6,2,0.00035558,42185
200,6,3,0.00099561,42185
200,6,4,0.00189641,42185
200,6,5,0.00282091,42185
200,6,6,0.00900794,42185
200,6,7,0.01128363,42185
200,6,8,0.00896053,42185
200,6,9,0.00898424,42185
200,6,10,0.01009838,42185
200,6,11,0.01000356,42185
200,6,12,0.01111770,42185
200,6,13,0.01057248,42185
200,6,14,0.01083323,42185
200,6,15,0.00907906,42185
200,6,16,0.01014579,42185
200,6,17,0.00905535,42185
200,6,18,0.00602110,42185
200,6,19,0.00519142,42185
200,6,20,0.00640038,42185
200,6,21,0.00459879,42185
200,6,22,0.00367429,42185
200,6,23,0.00199123,42185
201,0,0,0.00082963,20491
201,0,1,0.00024401,20491
201,0,2,0.00034161,20491
201,0,3,0.00034161,20491
201,0,4,0.00107364,20491
201,0,5,0.00190327,20491
201,0,6,0.00214728,20491
201,0,7,0.00341613,20491
201,0,8,0.00312332,20491
201,0,9,0.00307452,20491
201,0,10,0.00385535,20491
201,0,11,0.00346494,20491
201,0,12,0.00312332,20491
201,0,13,0.00346494,20491
201,0,14,0.00268411,20491
201,0,15,0.00297692,20491
201,0,16,0.00439217,20491
201,0,17,0.00268411,20491
201,0,18,0.00175687,20491
201,0,19,0.00170807,20491
201,0,20,0.00234249,20491
201,0,21,0.00078083,20491
201,0,22,0.00092724,20491
201,0,23,0.00039042,20491
201,1,0,0.00024401,20491
201,1,1,0.00009760,20491
201,1,2,0.00019521,20491
201,1,3,0.00165927,20491
201,1,4,0.00258650,20491
201,1,5,0.00507540,20491
201,1,6,0.01966717,20491
201,1,7,0.02815870,20491
201,1,8,0.01019960,20491
201,1,9,0.00551462,20491
201,1,10,0.00541701,20491
201,1,11,0.00414816,20491
201,1,12,0.00502660,20491
201,1,13,0.00527061,20491
201,1,14,0.01956957,20491
201,1,15,0.00976038,20491
201,1,16,0.01044361,20491
201,1,17,0.00434337,20491
201,1,18,0.00239129,20491
201,1,19,0.00214728,20491
201,1,20,0.00195208,20491
201,1,21,0.00092724,20491
201,1,22,0.00097604,20491
201,1,23,0.00165927,20491
201,2,0,0.00039042,20491
201,2,1,0.00009760,20491
201,2,2,0.00073203,20491
201,2,3,0.00165927,20491
201,2,4,0.00361134,20491
201,2,5,0.00629545,20491
201,2,6,0.02493778,20491
201,2,7,0.03328290,20491
201,2,8,0.01078522,20491
201,2,9,0.00561222,20491
201,2,10,0.00624664,20491
201,2,11,0.00473379,20491
201,2,12,0.00595383,20491
201,2,13,0.00570982,20491
201,2,14,0.02122883,20491
201,2,15,0.01200527,20491
201,2,16,0.01337172,20491
201,2,17,0.00483139,20491
201,2,18,0.00287931,20491
201,2,19,0.00253770,20491
201,2,20,0.00195208,20491
201,2,21,0.00087843,20491
201,2,22,0.00082963,20491
201,2,23,0.00170807,20491
201,3,0,0.00024401,20491
201,3,1,0.00029281,20491
201,3,2,0.00063442,20491
201,3,3,0.00165927,20491
201,3,4,0.00419696,20491
201,3,5,0.00732029,20491
201,3,6,0.02518179,20491
201,3,7,0.03299009,20491
201,3,8,0.01171246,20491
201,3,9,0.00785711,20491
201,3,10,0.00678347,20491
201,3,11,0.00512420,20491
201,3,12,0.00683227,20491
201,3,13,0.00971158,20491
201,3,14,0.02171685,20491
201,3,15,0.00971158,20491
201,3,16,0.01195647,20491
201,3,17,0.00688107,20491
201,3,18,0.00331853,20491
201,3,19,0.00195208,20491
201,3,20,0.00146406,20491
201,3,21,0.00102484,20491
201,3,22,0.00082963,20491
201,3,23,0.00151286,20491
201,4,0,0.00024401,20491
201,4,1,0.00000000,20491
201,4,2,0.00087843,20491
201,4,3,0.00126885,20491
201,4,4,0.00507540,20491
201,4,5,0.00673466,20491
201,4,6,0.02562100,20491
201,4,7,0.03938314,20491
201,4,8,0.01210287,20491
201,4,9,0.00639305,20491
201,4,10,0.00649065,20491
201,4,11,0.00439217,20491
201,4,12,0.00814992,20491
201,4,13,0.01200527,20491
201,4,14,0.01908155,20491
201,4,15,0.01410375,20491
201,4,16,0.01229808,20491
201,4,17,0.00692987,20491
201,4,18,0.00317212,20491
201,4,19,0.00322093,20491
201,4,20,0.00180567,20491
201,4,21,0.00112244,20491
201,4,22,0.00092724,20491
201,4,23,0.00175687,20491
201,5,0,0.00034161,20491
201,5,1,0.00000000,20491
201,5,2,0.00048802,20491
201,5,3,0.00146406,20491
201,5,4,0.00507540,20491
201,5,5,0.00614904,20491
201,5,6,0.02513299,20491
201,5,7,0.03513738,20491
201,5,8,0.01107803,20491
201,5,9,0.00634425,20491
201,5,10,0.00829633,20491
201,5,11,0.00468498,20491
201,5,12,0.00824752,20491
201,5,13,0.00971158,20491
201,5,14,0.02210727,20491
201,5,15,0.01590942,20491
201,5,16,0.00941877,20491
201,5,17,0.00444097,20491
201,5,18,0.00366014,20491
201,5,19,0.00214728,20491
201,5,20,0.00170807,20491
201,5,21,0.00122005,20491
201,5,22,0.00151286,20491
201,5,23,0.00244010,20491
201,6,0,0.00053682,20491
201,6,1,0.00034161,20491
201,6,2,0.00048802,20491
201,6,3,0.00087843,20491
201,6,4,0.00302572,20491
201,6,5,0.00224489,20491
201,6,6,0.00375775,20491
201,6,7,0.00395295,20491
201,6,8,0.00258650,20491
201,6,9,0.00419696,20491
201,6,10,0.00439217,20491
201,6,11,0.00492899,20491
201,6,12,0.00492899,20491
201,6,13,0.00458738,20491
201,6,14,0.00463618,20491
201,6,15,0.00366014,20491
201,6,16,0.00541701,20491
201,6,17,0.00405056,20491
201,6,18,0.00248890,20491
201,6,19,0.00219609,20491
201,6,20,0.00180567,20491
201,6,21,0.00122005,20491
201,6,22,0.00078083,20491
201,6,23,0.00136645,20491
202,0,0,0.00010400,9615
202,0,1,0.00020801,9615
202,0,2,0.00020801,9615
202,0,3,0.00041602,9615
202,0,4,0.00166407,9615
202,0,5,0.00062402,9615
202,0,6,0.00041602,9615
202,0,7,0.00124805,9615
202,0,8,0.00260010,9615
202,0,9,0.00239210,9615
202,0,10,0.00176807,9615
202,0,11,0.00270411,9615
202,0,12,0.00208008,9615
202,0,13,0.00187207,9615
202,0,14,0.00301612,9615
202,0,15,0.00343214,9615
202,0,16,0.00218409,9615
202,0,17,0.00291212,9615
202,0,18,0.00208008,9615
202,0,19,0.00156006,9615
202,0,20,0.00062402,9615
202,0,21,0.00052002,9615
202,0,22,0.00031201,9615
202,0,23,0.00010400,9615
202,1,0,0.00020801,9615
202,1,1,0.00031201,9615
202,1,2,0.00062402,9615
202,1,3,0.00052002,9615
202,1,4,0.00488820,9615
202,1,5,0.00561622,9615
202,1,6,0.02724909,9615
202,1,7,0.03234529,9615
202,1,8,0.00499220,9615
202,1,9,0.00582423,9615
202,1,10,0.00353614,9615
202,1,11,0.00332813,9615
202,1,12,0.00468019,9615
202,1,13,0.00343214,9615
202,1,14,0.01903276,9615
202,1,15,0.01081643,9615
202,1,16,0.00759230,9615
202,1,17,0.00405616,9615
202,1,18,0.00291212,9615
202,1,19,0.00156006,9615
202,1,20,0.00062402,9615
202,1,21,0.00010400,9615
202,1,22,0.00072803,9615
202,1,23,0.00031201,9615
202,2,0,0.00000000,9615
202,2,1,0.00000000,9615
202,2,2,0.00135205,9615
202,2,3,0.00041602,9615
202,2,4,0.00384815,9615
202,2,5,0.00416017,9615
202,2,6,0.03328133,9615
202,2,7,0.04305772,9615
202,2,8,0.00738430,9615
202,2,9,0.00426417,9615
202,2,10,0.00416017,9615
202,2,11,0.00468019,9615
202,2,12,0.00353614,9615
202,2,13,0.00457618,9615
202,2,14,0.02631305,9615
202,2,15,0.01352054,9615
202,2,16,0.00769631,9615
202,2,17,0.00416017,9615
202,2,18,0.00197608,9615
202,2,19,0.00166407,9615
202,2,20,0.00124805,9615
202,2,21,0.00041602,9615
202,2,22,0.00000000,9615
202,2,23,0.00020801,9615
202,3,0,0.00000000,9615
202,3,1,0.00000000,9615
202,3,2,0.00031201,9615
202,3,3,0.00062402,9615
202,3,4,0.00468019,9615
202,3,5,0.00603224,9615
202,3,6,0.03556942,9615
202,3,7,0.04045762,9615
202,3,8,0.00634425,9615
202,3,9,0.00748830,9615
202,3,10,0.00353614,9615
202,3,11,0.00457618,9615
202,3,12,0.00572023,9615
202,3,13,0.00520021,9615
202,3,14,0.02641706,9615
202,3,15,0.01684867,9615
202,3,16,0.00946438,9615
202,3,17,0.00395216,9615
202,3,18,0.00592824,9615
202,3,19,0.00249610,9615
202,3,20,0.00114405,9615
202,3,21,0.00031201,9615
202,3,22,0.00031201,9615
202,3,23,0.00010400,9615
202,4,0,0.00010400,9615
202,4,1,0.00000000,9615
202,4,2,0.00010400,9615
202,4,3,0.00104004,9615
202,4,4,0.00592824,9615
202,4,5,0.00582423,9615
202,4,6,0.03744150,9615
202,4,7,0.04711388,9615
202,4,8,0.00780031,9615
202,4,9,0.00665627,9615
202,4,10,0.00426417,9615
202,4,11,0.00457618,9615
202,4,12,0.00676027,9615
202,4,13,0.00717629,9615
202,4,14,0.02953718,9615
202,4,15,0.02132085,9615
202,4,16,0.00988040,9615
