transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,georeference
2020-08-15T17:00:00.000,subway,114,Central Av (M),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,6.0,0.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2020-08-15T17:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Fair Fare,2.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-08-15T17:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Full Fare,79.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-08-15T17:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Other,8.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-08-15T17:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Seniors & Disability,6.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-08-15T17:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Unlimited 30-Day,8.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-08-15T17:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Unlimited 7-Day,10.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-08-15T17:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Fair Fare,10.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-08-15T17:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Full Fare,214.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-08-15T17:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Other,11.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-08-15T17:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Seniors & Disability,8.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-08-15T17:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Unlimited 30-Day,33.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-08-15T17:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Unlimited 7-Day,30.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-08-15T17:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,8.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-08-15T17:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Full Fare,333.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-08-15T17:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Other,30.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
